categorie_de_produit,sous_categorie_de_produit,risques_encourus_par_le_consommateur,nom_de_la_marque_du_produit,date_debut_fin_de_commercialisation,distributeurs,motif_du_rappel
Alimentation,Céréales et produits de boulangerie,Dépassement des limites autorisées de pesticides,PATES FABRE,NA,LA GRANDE EPICERIE DE PARIS,présence d'oxyde d'éthylène supérieure à la limite dans le curry
Alimentation,Viandes,Salmonella spp ,Sans marque,Du 16/04/2021 au 17/04/2021,NaturéO CHARTRES rue du Gord - centre commercial les 3 ponts - 28000 CHARTRES,Présence de salmonelle lors d'un prélèvement bactériologique sur un steak haché a la demande
"Appareils électriques, Outils","Appareils électriques, électroménager",Choc électrique,Nature & Découvertes,Du 28/03/2019 au 15/04/2021,Nature & Découvertes,Risque de choc électrique
Alimentation,Céréales et produits de boulangerie,Produits phytosanitaires non autorisés,CEREAL BIO,Du 03/03/2021 au 02/04/2021,ATAC/AUCHAN/CASINO/U/CORA/CARREFOUR/DIAPAR/INTERMARCHE/LECLERC/NUTRIVITA/PARISDIF/PRIVATE SPORT SHOP/LOGIDIS/SCA/SCHIEVER DISTRIB/SIMPLY/SOCAMAINE/SOCAMIL/SOCARA/SODICAR/SOPRI/SPAR/,Présence possible d'oxyde d'éthylène supérieure à la limite autorisée sur un lot de matière première
Alimentation,Céréales et produits de boulangerie,Produits phytosanitaires non autorisés,GERBLE BIO,Du 19/03/2021 au 02/04/2021,CASINO,Présence possible d'oxyde d'éthylène supérieure à la limite autorisée sur un lot de matière première
Alimentation,Herbes et épices,Dépassement des limites autorisées de pesticides,CIGALOU,Du 21/12/2020 au 15/04/2021,INTERMARCHE,"présence d’oxyde d’éthylène à une teneur supérieure à la limite autorisée, sur un lot de curcuma."
Alimentation,Herbes et épices,Dépassement des limites autorisées de pesticides,CIGALOU,Du 21/12/2020 au 15/04/2021,INTERMARCHE,"présence d’oxyde d’éthylène à une teneur supérieure à la limite autorisée, sur un lot de curcuma."
Alimentation,Herbes et épices,Dépassement des limites autorisées de pesticides,CIGALOU,Du 21/12/2020 au 15/04/2021,INTERMARCHE,"présence d’oxyde d’éthylène à une teneur supérieure à la limite autorisée, sur un lot de curcuma."
Alimentation,Herbes et épices,Dépassement des limites autorisées de pesticides,CIGALOU,Du 21/12/2020 au 15/04/2021,INTERMARCHE,"présence d’oxyde d’éthylène à une teneur supérieure à la limite autorisée, sur un lot de curcuma."
Alimentation,Herbes et épices,Dépassement des limites autorisées de pesticides,CIGALOU,Du 21/12/2020 au 15/04/2021,INTERMARCHE,"présence d’oxyde d’éthylène à une teneur supérieure à la limite autorisée, sur un lot de curcuma."
Alimentation,Produits de la pêche et d'aquaculture,Listeria monocytogenes ,BOURGAIN ET FILS,Du 06/04/2021 au 21/04/2021,"MERCIQ 
SCAPMAREE 
JP MAREE 
CARREFOUR AIX / BEZIERS / LYON",Présence de Listeria Monocytogenes
Alimentation,Boissons non alcoolisées,Bacillus cereus,Karma,NA,Secteur Biologique,Mise en évidence de développement de Bacillus cereus.
Alimentation,Lait et produits laitiers,Listeria monocytogenes ,EARL Ferme de Reculefort,Du 01/04/2021 au 08/04/2021,Marchés et à la ferme.,Détection de Listeria lors d'un autocontrôle
"Vêtements, Mode, EPI",Equipements de Protection Individuels,Dommages internes Intoxication,Daddy's Choice Purism,Depuis le 13/05/2020,Distributeurs du réseau Cofaq,La filtration du masque n’est pas suffisante et peut présenter un risque pour la santé de son utilisateur.
Alimentation,Fruits et légumes,Produits phytosanitaires non autorisés,Producteur: Basidi Production / Distribué par Alterbio,NA,Points de vente et grossistes bio,présence de Matrine
Alimentation,Noix et graines,Produits phytosanitaires non autorisés Dépassement des limites autorisées de pesticides,GERMLINE,Du 20/07/2020 au 28/12/2020,"Distributeurs: Naturdis  Bryio, Pronadis  Bio-cash, Centrale bio/ l'Eau vive  Province bio  Vitafrais, la vie claire  Sato distribution  Montblanc Primeur/Biofrais  Relais vert  Somavog/Les nouveaux Robinson  Naturalia",Présence d'Oxyde d'éthylène
Alimentation,Noix et graines,Produits phytosanitaires non autorisés Dépassement des limites autorisées de pesticides,We love superfood,Du 20/07/2020 au 18/12/2020,"Auchan, SAS Chevreuldis, BT Bioterre",Présence d'Oxyde d'éthylène
Alimentation,Viandes,Listeria monocytogenes ,sans marque,Du 18/03/2021 au 20/04/2021,"Magasin de l'entreprise René MEYER
Adresse: 2 route de Donnenheim, 67170 Wingersheim les quatre bans",Présence de listeria monocytogenes
Alimentation,Viandes,Listeria monocytogenes ,KERMENE,Du 15/04/2021 au 22/04/2021,LECLERC,Présence de Listéria Monocytogenes
Alimentation,Noix et graines,Produits phytosanitaires non autorisés Dépassement des limites autorisées de pesticides,WE LOVE SUPERFOOD,Du 12/08/2020 au 16/04/2021,"Auchan, Chevreuldis,  Bioterres",présence d'oxyde d'éthylène
Alimentation,Viandes,Listeria monocytogenes ,sans marque,Du 09/04/2021 au 20/04/2021,"Magasin René MEYER
Adresse: 2 route de Donnenheim, 67170 Wingersheim les quatre bans",Présence de listeria monocytogene
Alimentation,Céréales et produits de boulangerie,"Inertes (verre, métal, plastique, papier, textile…)",Sans marque,Du 19/04/2021 au 20/04/2021,"Leclerc Geispolsheim, Leclerc express Illkirch et Leclerc express Holtzheim",Risque de présence éventuelle de corps étrangers
Alimentation,Noix et graines,Produits phytosanitaires non autorisés Dépassement des limites autorisées de pesticides,GERMLINE,Du 24/07/2020 au 08/01/2021,"Distributeurs: Naturdis  Bryio, Pronadis  Bio-cash, Centrale bio/ l'Eau vive  Province bio  Vitafrais, la vie claire  Sato distribution  Montblanc Primeur/Biofrais  Relais vert  Somavog/Les nouveaux Robinson  Naturalia  ON A LA VIE",Présence d'oxyde  d'éthylène
Alimentation,Boissons non alcoolisées,Substances allergisantes non déclarées,AUCHAN,Du 28/09/2020 au 23/04/2021,Auchan et Réseaux distribuant les produits à marque Auchan,Non-conformité analytique (présence de sulfites)
Alimentation,Viandes,Listeria monocytogenes ,SAINT GERY,Du 29/03/2021 au 23/04/2021,"SUPERMARCHE MATCH 
Allée des Peupliers
59117 WERVICQ",Présence de Listéria <10
Alimentation,Viandes,Salmonella spp ,MAISON CLEMENS,Du 04/04/2021 au 18/04/2021,E.leclerc Bruges,Analyses bactériologiques : présence de Salmonelles
Bébés-Enfants (hors alimentaire),Jouets,Dommages internes,Ulysse,Du 28/05/2019 au 04/06/2020,voir liste complète en pièce jointe,"non conformité au regard de la norme NF EN71-1, présence d'un petit élément"
Alimentation,Produits de la pêche et d'aquaculture,Escherichia coli,L'ATELIER POISSONNERIE,Du 21/04/2021 au 26/04/2021,Magasins E. Leclerc,Présence d'Escherichia coli
"Vêtements, Mode, EPI",Equipements de Protection Individuels,Blessures externes,HAKE,Du 23/04/2019 au 21/04/2021,D'Griff Moto et dgriff-moto.com,Le produit n'est pas conforme aux exigences de la directive sur les équipements de protection individuelle.
"Vêtements, Mode, EPI",Equipements de Protection Individuels,Blessures externes,HK DESIGN,Du 10/09/2020 au 21/04/2021,D'Griff Moto et dgriff-moto.com,Le produit n'est pas conforme aux exigences de la directive sur les équipements de protection individuelle.
Alimentation,Fruits et légumes,Dépassement des limites autorisées de pesticides,sans marque,Du 01/04/2021 au 08/04/2021,METRO FRANCE,La présence de résidus de pesticides a été détectée. Par principe de précaution nous procédons donc au retrait de la vente du lot concerné.
Alimentation,Lait et produits laitiers,Intoxication,Fromagerie des Frisonnes,Du 15/03/2021 au 16/04/2021,"Détaillants sur le 86 et le 37, Amap du 37, marché de Tours Beaujardin et vente à la ferme",Présence d'Escherichia Coli
Alimentation,Viandes,Salmonella spp ,sans marque,Du 14/04/2021 au 18/04/2021,E.LECLERC,Présence de Salmonelle
Bébés-Enfants (hors alimentaire),Jouets,Dommages internes,RUBIE'S,Depuis le 22/09/2020,Voir liste  points de vente,"Non-conformité à la norme EN 62115: suite à l'épreuve d'impact, la résistance mécanique du compartiment à pile s'avère insuffisante, rendant possible l'accès aux piles boutons"
Alimentation,Plats préparés et snacks,"Inertes (verre, métal, plastique, papier, textile…)",sans marque,Du 26/04/2021 au 28/04/2021,"Intermarché, Leclerc,",Risque de corps étrangers en plastique dur blanc
Alimentation,Boissons non alcoolisées,Substances allergisantes non déclarées,AUCHAN,Du 28/09/2020 au 28/04/2021,Auchan et Réseaux distribuant les produits à marque Auchan,Non-conformité analytique (présence de sulfites)
Bébés-Enfants (hors alimentaire),Jouets,Blessures externes,CEPEWA,Du 21/12/2020 au 19/04/2021,Gifi,Ce jouet est donc non conforme au décret n° 2010-166 du 22 février 2020 relatif à la sécurité des jouets et _*présente un caractère dangereux*_ dû au risque de lésions oculaires.
Alimentation,Boissons non alcoolisées,Substances allergisantes non déclarées,AUCHAN,Du 28/09/2020 au 23/04/2021,Auchan et Réseaux distribuant les produits à marque Auchan,Non-conformité analytique (présence de sulfites)
Alimentation,Aliments pour bébés,"Inertes (verre, métal, plastique, papier, textile…)",Little Gustave,Du 31/08/2020 au 16/03/2021,Little Gustave (e-commerce),Présence possible de noyau/pépins dans la compote de Pomme Cannelle
Alimentation,Céréales et produits de boulangerie,Dépassement des limites autorisées de pesticides,PRATO,Du 13/10/2020 au 01/12/2020,EPICERIES FINES,NOTIFICATION RASFF 2021.0909 RELATIVE A LA PRÉSENCE DE RÉSIDUS D'OXYDE D'ETHYLENE EN QUANTITÉ EXCÉDENT LA LIMITE MAXIMALE DE RÉSIDUS DANS DES GRESSINS AUX TROIS GRAINES
Alimentation,Céréales et produits de boulangerie,Dépassement des limites autorisées de pesticides,PRATO,Du 13/10/2020 au 01/12/2020,EPICERIES FINES,NOTIFICATION RASFF 2021.0909 RELATIVE A LA PRESENCE DE RESIDUS D'OXYDE D'ETHYLENE EN QUANTITE EXCEDENT LA LIMITE MAXIMALE DE RESIDUS DANS DES GRESSINS
Alimentation,Lait et produits laitiers,Listeria monocytogenes ,WALCHLI,Du 30/03/2021 au 10/04/2021,INTERMARCHE DE LANDEVANT,CONTAMINATION LISTERIA MONOCYTOGENES
Alimentation,Produits de la pêche et d'aquaculture,Listeria monocytogenes ,Le pêcheur Créole,Du 19/04/2021 au 28/04/2021,"Carrefour
Leader Price
Run market
Carrefour market
Enseignes U
Leclerc",Détection de présence de listeria
Alimentation,Produits de la pêche et d'aquaculture,Listeria monocytogenes ,Le pêcheur Créole,Du 04/04/2021 au 28/04/2021,"Leader price 
Run market
Intermark
Boutique rmr",Détection de listeria
Alimentation,Produits de la pêche et d'aquaculture,Listeria monocytogenes ,Le pêcheur Créole,Du 22/04/2021 au 28/04/2021,"Leader price
Runmarket
Carrefour
Boutique Rmr
Intermark",Détection de listeria
Alimentation,Noix et graines,Autre risque,Alesto,Du 25/02/2021 au 23/04/2021,Certains supermarchés Lidl. Merci de vous référer à la liste des supermarchés concernés.,La société Märsch Importhandels-GmbH procède au Retrait et au Rappel de pignons de pin à la suite d’un contrôle ayant mis en évidence une anomalie sur la variété de pin utilisée.
Alimentation,Produits de la pêche et d'aquaculture,Listeria monocytogenes ,Le pêcheur Créole,Du 23/04/2021 au 28/04/2021,"Carrefour
Run Market
Carrefour Market
Leclerc 
Boutique Rmr
Leader Price
Intermark
Terra Coop
Label Tranche",Détection de listeria
Alimentation,Produits de la pêche et d'aquaculture,Listeria monocytogenes ,Le pêcheur Créole,Du 23/04/2021 au 28/04/2021,"Carrefour
Run market
Simply
Leclerc
Leader price
Terra coop
Kaz lagon
Label tranche",Détection de listéria
Alimentation,Produits de la pêche et d'aquaculture,Listeria monocytogenes ,Le pêcheur Créole,Du 23/04/2021 au 28/04/2021,"Carrefour
Run market
Simply
Leclerc
Terra coop
Label tranche
Kaz lagon
Intermark",Détection de listeria
Alimentation,Produits de la pêche et d'aquaculture,Listeria monocytogenes ,Le pêcheur Créole,Du 23/04/2021 au 28/04/2021,"carrefour
Leader price
Run market
Carrefour market
Simply
Leclerc
Intermark
Simply
Terra coop",Détection de listéria
Alimentation,Produits de la pêche et d'aquaculture,Listeria monocytogenes ,Le pêcheur Créole,Du 19/04/2021 au 28/04/2021,"Carrefour
Simply
Kaz lagon
Ti coin frais
Super U",Détection de listéria
Alimentation,Viandes,Substances allergisantes non déclarées,CORRIL,Du 23/04/2021 au 29/04/2021,ALDI,ERREUR DE CONTRE ÉTIQUETTE ENTRAÎNANT UNE ABSENCE DES INFORMATIONS SUR LES ALLERGÈNES.
Alimentation,Autres,Dépassement des limites autorisées de pesticides,Blanche Bresson Institut,Du 27/11/2020 au 12/04/2021,Blanche Bresson Institut,"Suite à une alerte européenne concernant la présence d’un résidu de pesticide (oxyde d’éthylène) à des teneurs supérieures aux limites autorisées dans les produits alimentaires, Blanche Bresson Institut procède à un rappel de produit."
Alimentation,Viandes,"Défaut de fabrication, défaut d'étanchéité (ex: micro fuites, thermoscellage défectueux) ou anomalies de conditionnement",Jean Maziere,Du 20/04/2021 au 30/04/2021,"Epiceries de proximité, GMS",Observation d'un gonflement des barquettes
Alimentation,Produits de la pêche et d'aquaculture,Listeria monocytogenes ,Le fumoir du poissonnier,Du 16/04/2021 au 28/04/2021,Grand Frais,Détection de listeria
Alimentation,Céréales et produits de boulangerie,Présence de substance interdite,LA MOLE,Du 12/11/2020 au 26/01/2021,"GEANT CASINO, CARREFOUR, INTERMARCHE, U EXPRESS, MONOPRIX",présence d’oxyde d’éthylène  à une teneur supérieure à la limite maximum réglementaire
"Vêtements, Mode, EPI",Bijouterie,Intoxication,SATELLITE,Du 01/01/2018 au 05/02/2021,Boutiques & E-commerce Satellite et clients multimarques (wholesale),Teneur en Nickel supérieure aux seuils réglementaires
Alimentation,Céréales et produits de boulangerie,Dépassement des limites autorisées de pesticides,TD GRISSINI,Du 01/08/2020 au 30/10/2020,"Intermarché, leclerc, super U, hyper U, U express, Carrefour, Auchan",taux d'oxyde d'éthylène dépassant la limite autorisé.
Alimentation,Viandes,Listeria monocytogenes ,LENAJA,Du 27/04/2021 au 29/04/2021,"METRO
PROMOCASH
POMONA FRAIS",Analyse microbiologique non conforme : Présence de contamination par Listeria Monocytogenes
Alimentation,Herbes et épices,Dépassement des limites autorisées de pesticides,Terre Exotique,NA,Epiceries fines,Présence d'oxyde d'éthylène à une teneur supérieure à la législation européenne.
Alimentation,Herbes et épices,Dépassement des limites autorisées de pesticides,Terre Exotique,NA,Epiceries fines,Présence d'oxyde d'éthylène à une teneur supérieure à la législation européenne.
Alimentation,Herbes et épices,Dépassement des limites autorisées de pesticides,Terre Exotique,NA,Epiceries fines,Présence d'oxyde d'éthylène à une teneur supérieure à la législation européenne.
Alimentation,Herbes et épices,Dépassement des limites autorisées de pesticides,Terre Exotique,NA,Epiceries fines,Présence d'oxyde d'éthylène à une teneur supérieure à la législation européenne.
Alimentation,Lait et produits laitiers,Listeria monocytogenes ,En Cuisine,Du 29/03/2021 au 29/04/2021,"Carrefour, Magasin Promocash",Suspicion Listeria monocytogees
Alimentation,Lait et produits laitiers,Listeria monocytogenes ,En Cuisine,Du 24/03/2021 au 29/04/2021,"Carrefour, magasins Promocash",Suspicion de Listeria monocytogenes
Alimentation,Autres,Substances interdites (au sens du Règlement UE 37/2010),Les Toqué Bio,Du 22/01/2021 au 14/04/2021,"AUCHAN, CARREFOUR",Présence d'une matière  première contaminée par oxyde d'éthylène
