categorie_de_produit,sous_categorie_de_produit,risques_encourus_par_le_consommateur,nom_de_la_marque_du_produit,date_debut_fin_de_commercialisation,distributeurs,motif_du_rappel
Alimentation,Lait et produits laitiers,Listeria,MONS,Du 31/05/2021 au 29/06/2021,"LE COMPTOIR DES NOUVEAUX FROMAGERS 
EURL MONS  HALLES DIDEROT
EURL MONS CHARLIEU
FROMAGERIE DE LA CROIX ROUSSE
FROMAGERIE DU CANNET
FROMAGERIE MONS - HALLES DE LYON 
FROMAGERIE MONS -8- FRERES LUMIERE",Listeria monocytogenes <10 UFC/g
Alimentation,Lait et produits laitiers,Listeria,MONS,Du 08/06/2021 au 28/06/2021,"SARL LM
BRUEL ET FILS",Listeria monocytogenes <10 UFC/g
Alimentation,Viandes,Salmonella,Toutes marques,NA,Non précisé,"Par mesure de précaution, des fuets, fabriqués en Espagne (marque de salubrité ES 10.01865/GE CE) et consommés par les malades étant susceptibles d’être contaminés par des salmonelles, sont retirés du marché sur le territoire national."
Alimentation,Autres,Listeria,Pâté à l'échalote,Du 09/07/2021 au 15/07/2021,E.LECLERC ISSOUDUN,Présence de LISTERIA MONOCYTOGENES
Alimentation,Viandes,Salmonella,SVA,Du 09/07/2021 au 09/07/2021,INTERMARCHE,ANALYSE NON CONFORME
Alimentation,Viandes,Salmonella,EL ANDALUZ,Du 01/04/2021 au 16/07/2021,"GEANT, CARREFOUR, AUCHAN, INTERMARCHE, SUPER U, LECLERC",SUSPICION SALMONELLES
Alimentation,Viandes,Salmonella,CASA RAMÓN,Du 15/04/2021 au 24/06/2021,CASINO - FPLP - MONOPRIX - U - INTERMARCHE - CARREFOUR MARKET - AUCHAN SUPERMARCHE - G20 - LECLERC,présence de salmonelles
Alimentation,Viandes,Listeria,Jules Courtial,Du 08/07/2021 au 15/07/2021,"Casino Villeurbanne, Géant Casino Montélimar, Super U Le Cheylard, Carrefour Market Vauvert",Suspicion de présence de Listeria
Alimentation,Viandes,Listeria,Jules Courtial,Du 08/07/2021 au 08/07/2021,"Casino Villeurbanne, Super U Le Cheylard",Suspicion de présence de Listeria
Alimentation,Viandes,Listeria,Jules Courtial,Du 08/07/2021 au 08/07/2021,"Super U Le Cheylard, Carrefour Market Vauvert",Suspicion de présence de Listeria
Alimentation,Viandes,Listeria,Jules Courtial,Du 10/07/2021 au 15/07/2021,"Casino Caillols Marseille, Géant Casino Montélimar",Suspicion de présence de Listeria
Alimentation,Lait et produits laitiers,Listeria,Ferme du champ de l'étang,Du 09/07/2021 au 16/07/2021,Vente directe,Présence de Listéria monocytogenes
Alimentation,Boissons non alcoolisées,Bacillus,Karma,Du 05/07/2021 au 22/07/2021,Secteur Biologique,Mise en évidence de développement de Bacillus cereus.
Alimentation,Lait et produits laitiers,Listeria,Cahill's,Du 12/05/2021 au 17/06/2021,"Broc Marché distribution, Domafrais, Lacroix Distribution, ACR Logistics, Stef St Ouens, Super U Fere-en-Tardenois",Présence Listeria monocytogenes
Alimentation,Viandes,Salmonella,Sans marque,Du 19/07/2021 au 20/07/2021,Intermarché Le Séquestre,Présence de salmonelle
Alimentation,Viandes,Listeria,Vendu au rayon trad,Du 23/07/2021 au 27/07/2021,SUPERMARCHES MATCH,Présence de listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,BRIES ST REMY,Du 19/07/2021 au 27/07/2021,BOITE FROMAGE TRADITION,Présence de Listéria Monocytogenès <10ufc/g
Alimentation,Lait et produits laitiers,Listeria,L'Empereur,Du 13/07/2021 au 23/07/2021,"Spar, Netto, Carrefour, Super U, Intermarché, Leclerc, Casino, Auchan",Présence de Listéria monocytogenes
Alimentation,Viandes,Listeria,MATCH,NA,Cora,Présence Listéria mono <10 ufc/g
Alimentation,Viandes,Listeria,aucune,NA,Transgourmet,Présence Listéria mono <10 ufc/g
Alimentation,Viandes,Listeria,FICELE,NA,CF. liste des clients jointes,Présence Listéria mono potentiel
Alimentation,Viandes,Listeria,Terre de fraîcheur,NA,Cf. liste,Présence Listéria mono potentiel -Mesure de précautions
Alimentation,Viandes,Listeria,Brocéliande,NA,Cf. liste,Présence Listéria mono potentiel -Mesure de précautions
Alimentation,Viandes,Listeria,Sans marque,NA,Cf. liste,Présence Listéria mono potentiel -Mesure de précautions
Alimentation,Viandes,Salmonella,Sans marque,Du 22/07/2021 au 22/07/2021,Super U Altkirch,Détection de salmonelles
Alimentation,Viandes,Salmonella,Merguez du boucher vendues au rayon traditionnel boucherie,Du 21/07/2021 au 24/07/2021,Super U altkirch,Détection de salmonelles
Alimentation,Viandes,Salmonella,Intermarché Seysses,Du 06/07/2021 au 16/07/2021,Intermarché Seysses,Présence de salmonella.
Alimentation,Viandes,Listeria,Rustadou,NA,METRO,Présence Listéria mono potentiel -Mesure de précautions
Alimentation,Viandes,Salmonella,SANS MARQUE,Du 19/07/2021 au 20/07/2021,Intermarché,Présence de salmonelles
Alimentation,Viandes,Listeria,Charcuterie du Nébouzan,Du 20/07/2021 au 22/07/2021,"Vente dans la Charcuterie Casties Rue Verdun de Miramont de Comminges et sur les marchés de Luchon, Lannemezan et Arreau.",Présence de Listéria
Alimentation,Lait et produits laitiers,Listeria,"Coopérative du Val d'Arly, Fromages des Halles",Du 08/06/2021 au 09/08/2021,"magasins de la Coopérative du Val d'Arly : Flumet, Megève, Cluses, Chamonix, Faverges et magasins Grand Frais",Présence et potentielle présence de Listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,Coopérative du Val d'Arly,Du 08/07/2021 au 20/07/2021,aucun,Présence Listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,METRO CHEF,NA,METRO FRANCE,Présence de Listeria monocytogenes
Alimentation,Viandes,Listeria,FERME HUCKERT,Du 19/07/2021 au 24/07/2021,"drive fermier schirmeck
pré d'ici (wisches)",Présence de Listeria monocytogeneS
Alimentation,Noix et graines,Listeria,Tomm'Pousse,Du 13/07/2021 au 21/07/2021,"Magasins bio, centrale, particuliers (via e-shop)",Dépassement du seuil réglementaire Listeria
Alimentation,Viandes,Listeria,Les salaisons régionales,Du 13/07/2021 au 30/07/2021,aucun,Nous procédons au retrait de la vente des produits suivants suite à la mise en évidence de Listéria monocytogenes.
Alimentation,Produits de la pêche et d'aquaculture,Listeria,MARQUE FOURNISSEUR,Du 30/07/2021 au 04/08/2021,Scapmaree Leclerc,Détection de Listeria
Alimentation,Produits de la pêche et d'aquaculture,Listeria,MARQUE FOURNISSEUR SAUMEXTRA,Du 30/07/2021 au 04/08/2021,SCAPMAREE,Listeria Monocytogenes détectée
Alimentation,Produits de la pêche et d'aquaculture,Listeria,Fournier fils,Du 28/07/2021 au 05/08/2021,"Scapmaree Leclerc, Carrefour, Cora, Super U",Détection de Listeria monocytogenes
Alimentation,Viandes,Listeria,Sans marque,NA,Cf. liste,Présence listéria monocytogenes < 10ufc/g
Alimentation,Lait et produits laitiers,Listeria,"Coopérative du Val d'Arly, Dent du Chat, Metro Chef, Patrimoine Gourmand, Mmm! , Itineraire des Saveurs",Du 08/06/2021 au 09/08/2021,"Magasins Coopérative du Val d'Arly, Intermarché, Carrefour, Auchan, Métro, Promocash, Sherpa, Cora, Super U",Présence et potentielle présence de Listeria monocytogenes
Alimentation,Lait et produits laitiers,Salmonella,CARRE DES PINS,Du 15/07/2021 au 02/08/2021,"Magasin de producteurs :   Les Paysans de l'Ouest 
Épicerie : L'Echoppe",Présence de salmonellose sur échantillon en autocontrôle.
Alimentation,Lait et produits laitiers,Listeria,Patrimoine Gourmand,Du 06/07/2021 au 07/08/2021,cora,Présence de Listeria Monocytogenes
Alimentation,Lait et produits laitiers,Listeria,Le Coq,Du 20/07/2021 au 07/08/2021,CASINO/ INTERMARCHE/ CARREFOUR/ SARL VAYSSIERE ET FOIS,Présence de Listeria monocytogénès
Alimentation,Lait et produits laitiers,Listeria,Saint- Nectaire Fermier Cantorel,Du 20/07/2021 au 07/08/2021,CARREFOUR/ LECLERC,Présence de Listeria monocytogenes
Alimentation,Viandes,Salmonella,Père Anselme,Du 29/07/2021 au 06/08/2021,Grossistes / Boucherie,Présence de Salmonelle
Alimentation,Lait et produits laitiers,Listeria,METRO CHEF,Du 22/06/2021 au 06/08/2021,METRO FRANCE,Présence de Listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,Sans marque,Du 12/07/2021 au 10/08/2021,"Grand Frais
Fresh",Présence de Listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,Monoprix,Du 09/07/2021 au 06/08/2021,Monoprix,susceptible d’être contaminé par de La listéria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,Tradition fromagère,Du 08/07/2021 au 06/08/2021,Disfrais,susceptible d’être contaminé par de La listéria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,La Dent du Chat,Du 19/07/2021 au 06/08/2021,"Ensemble des distributeurs (crémerie, magasin, GMS local, restaurateur, EPHAD,...)",Présence de Listeria monocytogénès dans les reblochons
Alimentation,Lait et produits laitiers,Listeria,Monoprix,Du 10/07/2021 au 09/08/2021,Monoprix,susceptible d’être contaminé par de La listéria monocytogenes
Alimentation,Plats préparés et snacks,Bacillus,SANS MARQUE,Du 20/07/2021 au 20/07/2021,Carrefour Nice TNL UNIQUEMENT,Présence de Bacillus Cereus
Alimentation,Viandes,Listeria,VOLAE,Du 03/08/2021 au 11/08/2021,Intermarché,présence de listéria monocytogenes avec dénombrement <10/g
Alimentation,Lait et produits laitiers,Listeria,Tradition fromagère,Du 08/07/2021 au 06/08/2021,Disfrais,susceptible d’être contaminé par de La listéria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,Au Coeur de nos Villages,Du 15/07/2021 au 07/08/2021,Tous les distributeurs.,Listeria monocytogenes
Alimentation,Viandes,Listeria,Salaisons de la Haute Ardèche,Du 03/08/2021 au 11/08/2021,"CREMLOG TEYSSIER
SAS COMAVIA
SAS ELYS
SAS LAMADIS
CARREFOUR MARKET
SA LE DELAS
SARL ETS FELIX DAVID
SARL SAMI DISTRIBUTION
SAS DELTI- INTERMARCHE
SAS L ESTRADE DE DISTRIBUTION",présence possible de listeria
Alimentation,Lait et produits laitiers,Listeria,ITINERAIRE DES SAVEURS,Du 17/07/2021 au 10/08/2021,Intermarché,suspicion de présence de Listéria monocytogenes
Alimentation,Plats préparés et snacks,Listeria,SANS MARQUE,Du 09/07/2021 au 27/07/2021,"LECLERC, MONOPRIX, CARREFOUR",PRÉSENCE DE LISTERIA MONOCYTOGENES
Alimentation,Produits de la pêche et d'aquaculture,Listeria,Leclerc,Du 30/07/2021 au 04/08/2021,SCAPMAREE,Listeria Monocytogenes détectée
Alimentation,Lait et produits laitiers,Listeria,/,Du 24/07/2021 au 06/08/2021,AUCHAN DOUAI,PRESENCE DE LISTERIA
Alimentation,Produits de la pêche et d'aquaculture,Salmonella,Andric,Du 28/07/2021 au 10/08/2021,"GMS, grossistes + magasins indépendants",suspicion de présence de Salmonelles
Alimentation,Produits de la pêche et d'aquaculture,Listeria,Leclerc,Du 06/08/2021 au 16/08/2021,SCAPMAREE,Listeria Monocytogenes détectée
Alimentation,Viandes,Salmonella,Sans marque,Du 26/07/2021 au 01/08/2021,Leclerc Castelsarrasin,Présence de Salmonelle
Alimentation,Viandes,Listeria,Salaison de la Haute Ardèche,Du 07/08/2021 au 16/08/2021,"Magasins Fresh de : Azergues, Manosque, Ambérieu en Bugey, Draguignan, Portau, Houtaud, Montbrison, Anthy sur Léman, Meung-sur-Loire, Bonneville, Cognac, Gargas, Matras et Bourg-en-Bresse.",présence possible de listeria
Alimentation,Lait et produits laitiers,Listeria,Paccard,Du 05/07/2021 au 06/08/2021,Paccard,Présence de Listeria monocytogenes
Alimentation,Viandes,Listeria,Salaison de la Haute Ardèche,Du 30/07/2021 au 20/08/2021,"Magasins fresh. de : Amilly, Saint Vigor Le Grand, Draguignan, Briançon, Belley, Montbrison, Ambérieu-en-Bugey, Beauzelle, Etoile-surRhône, Agde, Pontcharra, Ambérieux d’Azergues, Castelnau d’Estrétefonds, Anthy-sur-Léman
Magasin Au Marché Savoyard",présence possible de listeria
Alimentation,Viandes,Listeria,Salaison de la Haute Ardèche,Du 30/07/2021 au 20/08/2021,"Magasins Fresh de : Montbrison, Istres, Draguignan, Briançon, Manosque, Gargas, Etoile-sur-Rhône",Présence possible de listeria
Alimentation,Viandes,Salmonella,sans marque (vendu au rayon boucherie traditionnelle,Du 10/08/2021 au 13/08/2021,magasin cora Evreux,Présence de salmonelles
Alimentation,Viandes,Listeria,sans marque,Du 09/08/2021 au 14/08/2021,INTERMARCHE,rapport analyse
Alimentation,Autres,Listeria,MONOPRIX,Du 25/07/2021 au 21/08/2021,"MONOPRIX, La Cantine",Présence de Listeria monocytogenes
Alimentation,Fruits et légumes,Salmonella,MONOPRIX BIO,Du 14/08/2021 au 22/08/2021,MONOPRIX,Détection d'une présence de Salmonelle.
Alimentation,Viandes,Listeria,Salaisons de la Haute Ardèche,Du 26/07/2021 au 19/08/2021,Auchan-Carrefour-Cremlog-Laurent-Intermarche-Produits gourmands-Gauthier-Maccary-Paduano-Mistul-Delas-Elerya-Potagerd'Amour-Dugand-Andrezieux distri-Chadrac distri-Comavia-Distri Yssingeaux-Dromedis-Elys-Isere distri-L'estrade-Lamadis-St Jean,risque de contamination listeria
Alimentation,Viandes,Listeria,Salaisons de la Haute Ardèche,Du 26/07/2021 au 19/08/2021,Alissas-Auchan-Carrefour-Cremlog-Leclerc-Intermarche-Maccary-Mistul-Terrier-Bergueco-Elerya-Bistolfi-Potagerd'Amour-Dugand-Roquedil-Sami-SBG-Triolet-Aigulhe-Andrezieux-Chadrac-Clairidis-Comavia-Dromedis-Elys-Lamadis-Madila-Pera-Sodali-St Jean-PetitPr,risque de contamination listeria
Alimentation,Viandes,Listeria,Salaisons de la Haute Ardèche,Du 02/08/2021 au 19/08/2021,Carrefour-Cremlog-Auchan-Intermarche-ProduitsGourmands-Marin-Felix-Dugand-VergerDeBaud-Roquedil-Sami-Clairidis-Comavia-Dromedis-Elys-Fruiti-Lamadis-Madila-Maurice-Pera-RegalFermier-IsereDistri-Debehold-ConceptF-ChadracD-AndrezieuxD-AigulheD-,risque de contamination listeria
Alimentation,Lait et produits laitiers,Salmonella,Chez Pinpin,Du 17/08/2021 au 20/08/2021,Marché de Vonnas (01540) - Magasin de producteurs Chatillon sur Chalaronne (01400)-Magasin de la ferme à Neuville les Dames (01400),Présence de salmonelle
Alimentation,Lait et produits laitiers,Listeria,Patrimoine Gourmand,Du 19/08/2021 au 26/08/2021,cora Flers,Présence de listeria < 10 germes / gramme
Alimentation,Viandes,Listeria,Salaisons de la Haute Ardèche,Du 03/08/2021 au 19/08/2021,SuperU-Auchan-Carrefour-Leclerc-Intermarche-Dugand-PetitPrimeur-HalleAuxFruits-PlaceDuMarche-Delifruits-Sodali-Triolet-Lespisarie-Elerya-Boblet-DidierRoustan-Fruiti-BoucherieMaurice-VergerDeBaud-EpicerieSylvie-CoeurDePrimeur-EpiceriePilato-Blacons,Risque de contamination listeria
Alimentation,Viandes,Listeria,Salaisons de la Haute Ardèche,Du 02/08/2021 au 19/08/2021,SuperU-Leclerc-Intermarche-Carrefour-Auchan-Dugand-HalleAuxFruits-EpicerieFontaine-Sodali-FelixDavid-Triolet-VergerDeBaud-TerrierFerrapie,Risque de contamination listeria
Alimentation,Viandes,Listeria,Ecoprix,Du 05/08/2021 au 18/09/2021,Francap et affiliés,Détection de listeria monocytogenes sur le produit à consommer en l'état
Alimentation,Viandes,Listeria,ECOPRIX,Du 05/08/2021 au 26/08/2021,COCCINELLE - COCCIMARKET - RAPID'MARKET - VIVECO - EPISERVICE - G20 - DIAGONAL - SITIS - PANIER SYMPA - SUPERETTES INDEPENDANTES,Présence de Listeria monocytogenes
Alimentation,Viandes,Salmonella,Sans marque _ sous vide _ 2kg,Du 21/06/2021 au 27/08/2021,Tang Frères,Présence de salmonelles
Alimentation,Lait et produits laitiers,Salmonella,Chez Pinpin,Du 17/08/2021 au 20/08/2021,"Marché de Vonnas, Magasin de producteurs La Marande Chatillon-sur-Chalaronne - Magasin de la ferme à Neuville les Dames",Présence de salmonelle
Alimentation,Viandes,Listeria,CHENE ET FILS,Du 20/08/2021 au 22/08/2021,CARREFOUR BELLEY L'OUSSON EXCLUSIVEMENT,Listéria monocytogenes
Alimentation,Viandes,Listeria,HERTA,Du 25/08/2021 au 27/08/2021,"SYSTEME U, LECLERC, MONOPRIX, METRO, LEADER PRICE, INTERMARCHE, FRANCAP, ATAC, SCHIEVER, CARREFOUR, CASINO, FRANPRIX","Suspicion de présence de listeria,"
Alimentation,Lait et produits laitiers,Listeria,Eredi Angelo Baruffaldi srl,Du 23/07/2021 au 06/08/2021,"Nous, AMBROSI EMMI FRANCE, sommes distributeurs de ces produits italiens. Les clients ayant acheté ces produits ne sont pas des points de vente, il s'agit de grossistes.",Présence de Listeria Monocytogenes.
Alimentation,Plats préparés et snacks,Listeria,Choix du Traiteur,Du 27/08/2021 au 31/08/2021,"Leclerc, et franchisés",Mise en évidence de la présence de Listeria monocytogenes
Alimentation,Plats préparés et snacks,Listeria,SANS MARQUE,Du 24/08/2021 au 28/08/2021,LECLERC CHAMBRY,Présence de Listéria monocytogenes
Alimentation,Viandes,Listeria,Charcuterie Bernier,Du 27/07/2021 au 17/08/2021,"Leclerc, super U, Intermarché , carrefour contact",Présence de listéria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,SANS MARQUE,Du 12/08/2021 au 26/08/2021,E.LECLERC SAINT-DENIS-LES-PONTS,PRESENCE DE LISTERIA MONOCYTOGENES
Alimentation,Plats préparés et snacks,Listeria,Choix du Traiteur,Du 31/08/2021 au 02/09/2021,Leclerc,Mise en évidence de la présence de Listeria monocytogenes
Alimentation,Plats préparés et snacks,Listeria,Choix du Traiteur,Du 27/08/2021 au 02/09/2021,"Leclerc, Grossistes",Mise en évidence de la présence de Listeria monocytogenes
Alimentation,Plats préparés et snacks,Listeria,Choix du Traiteur,Du 31/08/2021 au 02/09/2021,"Leclerc, Grossistes, Leader Price, Franchisés",Mise en évidence de la présence de Listeria monocytogenes
Alimentation,Viandes,Listeria,Ets Chêne et Fils,Du 26/08/2021 au 02/09/2021,"Rodis
Auchan
Auchan Supermarché
Carrefour
Carrefour market
Carrefour contact
Hyper U
Les Jardins de provence
Maximarché
Monoprix
Leclerc",Présence de Listéria
Alimentation,Lait et produits laitiers,Listeria,U,Du 23/08/2021 au 30/08/2021,Super U Seilhac,Présence listeria (en attente de dénombrement)
Alimentation,Autres,Salmonella,les salaisons de Meillonnas,Du 09/08/2021 au 01/09/2021,"fromagerie, épicerie et petite et moyen surface",présence de Salmonella dans le produit
Alimentation,Viandes,Listeria,U BIO,Depuis le 25/08/2021,SYSTEME U,Suspicion de présence Listeria
Alimentation,Lait et produits laitiers,Bacillus,Nestlé - La Laitière,Du 17/08/2021 au 18/09/2021,Réseaux Intermarché et Carrefour,Risque de Contamination microbiologique et d'altération des caractéristiques sensorielles (Texture/odeur)
Alimentation,Produits de la pêche et d'aquaculture,Listeria,Monoprix Gourmet,Du 26/08/2021 au 07/09/2021,MONOPRIX,Présence de Listeria
Alimentation,Viandes,Listeria,Patrimoine Gourmand,Du 25/08/2021 au 09/09/2021,cora,Présence de Listeria monocytogenes
Alimentation,Produits de la pêche et d'aquaculture,Salmonella,/,Du 23/08/2021 au 29/08/2021,Auchan Vélizy,présence de Salmonelle
Alimentation,Viandes,Listeria,Ets Chêne et Fils,Du 13/08/2021 au 10/09/2021,"Auchan
Auchan Supermarché
Carrefour
Carrefour market
Carrefour contact
FRESH
Hyper U
Les Jardins de provence
Maximarché
Monoprix
Leclerc
RODIS",Possible présence de Listéria
Alimentation,Viandes,Listeria,Ets Chêne et Fils,Du 13/08/2021 au 10/09/2021,"Auchan
Auchan Supermarché
Carrefour
Carrefour market
Carrefour contact
FRESH
Hyper U
Les Jardins de provence
Maximarché
Monoprix
Leclerc
RODIS",Possible présence de Listéria
Alimentation,Viandes,Listeria,Ets Chêne et Fils,Du 13/08/2021 au 10/09/2021,"Auchan
Auchan Supermarché
Carrefour
Carrefour market
Carrefour contact
FRESH
Hyper U
Les Jardins de provence
Maximarché
Monoprix
Leclerc
RODIS",Possible présence de Listéria
Alimentation,Viandes,Listeria,Ets Chêne et Fils,Du 13/08/2021 au 10/09/2021,"Auchan
Auchan Supermarché
Carrefour
Carrefour market
Hyper U
Monoprix
Intermarché",Possible présence de Listéria
